server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
object/tangible/terminal/terminal_elevator_down.iff	19	-0.0187669	-1e-05	37.654	0	0	1	0	systems.elevator.elevator_down	$|
object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
object/static/particle/particle_lg_explosion.iff	24	6.95162	0.16998	-56.6482	1	0	0	0		$|
object/static/particle/pt_detector.iff	24	7.86018	-2.05294	-57.0181	1	0	0	0		$|
object/static/item/eqp_camping_crate_s1.iff	24	13.4593	-6.7	-55.7877	0.971338	0	-0.237703	0		$|
object/static/item/eqp_camping_crate_s1.iff	24	13.5368	-6.28552	-55.7848	0.939373	0	-0.342898	0		$|
object/static/item/eqp_camping_crate_s1.iff	24	13.1448	-6.7	-55.4538	0.971338	0	-0.237703	0		$|
object/static/item/item_ammo_rocket.iff	24	13.1998	-6.26327	-55.263	0.857709	0	0.514136	0		$|
object/static/item/item_binoculars.iff	24	12.9594	-6.29727	-55.5445	1	0	0	0		$|
object/static/item/item_con_tankard_full.iff	24	13.3862	-6.29783	-55.4399	1	0	0	0		$|
object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
object/cell/cell.iff	53	0	0	0	1	0	0	0		$|
object/cell/cell.iff	54	0	0	0	1	0	0	0		$|
object/cell/cell.iff	55	0	0	0	1	0	0	0		$|
object/cell/cell.iff	56	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_down.iff	56	17.9708	-12	120.65	0	0	1	0	systems.elevator.elevator_down	$|
object/tangible/terminal/terminal_elevator_up.iff	56	17.9978	-24	120.627	0	0	1	0	systems.elevator.elevator_up	$|
object/cell/cell.iff	57	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator.iff	57	-18.112	-1.00136e-05	120.625	0	0	1	0	systems.elevator.elevator	$|
object/tangible/terminal/terminal_elevator_up.iff	57	-18.0249	-12	120.651	0	0	1	0	systems.elevator.elevator_up	$|
object/cell/cell.iff	58	0	0	0	1	0	0	0		$|
object/cell/cell.iff	59	0	0	0	1	0	0	0		$|
object/cell/cell.iff	60	0	0	0	1	0	0	0		$|
object/cell/cell.iff	61	0	0	0	1	0	0	0		$|
object/cell/cell.iff	62	0	0	0	1	0	0	0		$|
object/cell/cell.iff	63	0	0	0	1	0	0	0		$|
object/cell/cell.iff	64	0	0	0	1	0	0	0		$|
object/cell/cell.iff	65	0	0	0	1	0	0	0		$|
object/cell/cell.iff	66	0	0	0	1	0	0	0		$|
object/building/taanab/starport_taanab.iff	0	13247	75	3771	0	0	1	0	planet_map.map_loc:structure.municipal.starport:city.ship_spawner:structure.municipal.starport_city	portalProperty.crc|0|-940528188|travel.air_time|0|60|travel.base_object|7|32001240:32001243:32001246:32001249:32001252:32001264:|travel.ground_time|0|300|travel.point_name|4|Pendath|travel.shuttle_available|0|1|travel.shuttle_timestamp|0|410731|travel.version|0|3|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/tangible/furniture/modern/bar_piece_curve_s2.iff	1	-9.01161	0.639421	74.6226	0.70712	0	0.707093	0		$|
object/tangible/furniture/decorative/decorative_gift_box.iff	1	-8.60435	1.79171	74.0159	0.941075	0	0.338197	0		$|
object/tangible/furniture/decorative/carved_bowl.iff	1	-10.0835	1.79166	76.4036	1	0	0	0		$|
object/tangible/furniture/decorative/diagnostic_screen.iff	1	-8.92323	1.79166	75.6486	-0.505877	0	0.862605	0		$|
object/tangible/furniture/modern/couch_modern_style_02.iff	1	-0.191126	0.639421	72.8392	1	0	0	0		$|
object/tangible/furniture/decorative/wod_potted_plant_01.iff	1	-2.88097	0.639421	73.0707	1	0	0	0		$|
object/tangible/furniture/decorative/wod_potted_plant_01.iff	1	2.48859	0.639421	73.1239	1	0	0	0		$|
object/tangible/furniture/modern/couch_modern_style_02.iff	1	5.25702	0.639421	72.9016	1	0	0	0		$|
object/tangible/furniture/decorative/wod_potted_plant_01.iff	1	7.96744	0.639421	73.0065	0	0	1	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/soundobject/soundobject_starport_announcer.iff	4	-0.654025	8.86558	56.3904	1	0	0	0		$|
object/soundobject/soundobject_starport_interior.iff	4	-1.09569	8.61781	62.948	1	0	0	0		$|
object/tangible/furniture/all/frn_all_tree_potted_s1.iff	4	-4	0.639421	57	0.707106	0	0.707107	0		$|
object/tangible/furniture/all/frn_all_tree_potted_s1.iff	4	3	0.639421	57	-0.707107	0	0.707107	0		$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	0	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	3	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-1	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-4	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-3	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	0	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	3	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	1	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-2	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-3	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-1	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-2	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	2	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	1	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-4	0.639421	56	0	0	1	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	2	0.639421	58	1	0	0	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	4	0.639421	57	0.707107	0	0.707107	0		occupied.limit|0|1|$|
object/tangible/furniture/all/frn_all_chair_upholstered_hue_s1.iff	4	-5.00997	0.639423	57.0027	0.707108	0	-0.707106	0		occupied.limit|0|1|$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	37.5822	0.741794	34.358	0.999638	0	0.026899	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	36.958	0.741794	35.6255	0.521404	0	0.85331	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	37.662	0.639417	35.27	1	0	0	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	38.5128	0.741794	36.0194	-0.382683	0	0.92388	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	38.5	0.741788	41.8014	-0.026899	0	0.999638	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	39.124	0.741788	40.5338	0.85331	0	-0.521404	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	38.4199	0.639417	40.8893	0	0	1	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	37.5693	0.741788	40.1398	0.92388	0	0.382683	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	41.667	0.741788	39.0092	-0.026899	0	0.999638	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	42.291	0.741788	37.7417	0.85331	0	-0.521404	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	41.5869	0.639417	38.0971	0	0	1	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	40.7363	0.741788	37.3476	0.92388	0	0.382683	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	49.5666	0.741789	49.8346	-0.026899	0	0.999638	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	50.1906	0.741789	48.5671	0.85331	0	-0.521404	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	49.4865	0.639418	48.9225	0	0	1	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	48.6359	0.741789	48.173	0.92388	0	0.382683	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	51.2783	0.74179	46.8442	-0.026899	0	0.999638	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	51.9024	0.74179	45.5766	0.85331	0	-0.521404	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	51.1982	0.639419	45.932	0	0	1	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	50.3477	0.74179	45.1825	0.92388	0	0.382683	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	44.8183	0.741788	48.9415	-0.026899	0	0.999638	0		occupied.limit|0|1|$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	45.4423	0.741788	47.6739	0.85331	0	-0.521404	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	7	44.7382	0.639417	48.0294	0	0	1	0		$|
object/tangible/furniture/space/frn_chair_falcon_passenger_s01.iff	7	43.8877	0.741788	47.2799	0.92388	0	0.382683	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/couch_modern_style_01.iff	7	54.4327	-0.521137	41.2049	0.120107	0	0.992761	0		$|
object/tangible/furniture/modern/couch_modern_style_01.iff	7	57.1955	-0.52113	39.5361	-0.617372	0	0.78667	0		$|
object/tangible/furniture/modern/couch_modern_style_01.iff	7	55.5752	-0.521137	36.8601	0.992761	0	-0.120107	0		$|
object/tangible/furniture/modern/rug_oval_sml_s01.iff	7	54.604	-0.521137	38.8619	-0.617372	0	0.786671	0		$|
object/tangible/furniture/modern/couch_modern_style_01.iff	7	42.8757	-0.521137	31.3952	0.382683	0	0.92388	0		$|
object/tangible/furniture/modern/couch_modern_style_01.iff	7	42.1037	-0.521138	32.1573	0.92388	0	-0.382683	0		$|
object/tangible/furniture/decorative/wod_sm_potted_plant.iff	7	44.0666	-0.521137	33.4331	1	0	0	0		$|
object/tangible/furniture/decorative/wod_sm_potted_plant.iff	7	41.0045	-0.521138	30.2607	0	0	1	0		$|
object/tangible/furniture/decorative/wod_sm_potted_plant.iff	7	53.5347	6.52298	39.6851	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/tangible/furniture/modern/bar_counter_s1.iff	9	-42.4699	1.63942	59.6716	0.953847	0	-0.300293	0		$|
object/tangible/furniture/decorative/bottle_fat.iff	9	-42.9151	2.79031	59.5057	1	0	0	0		$|
object/tangible/furniture/decorative/bottle_pear.iff	9	-43.2044	2.79031	59.2718	1	0	0	0		$|
object/tangible/furniture/decorative/bottle_tall.iff	9	-43.0933	2.79031	58.9552	1	0	0	0		$|
object/tangible/furniture/decorative/beast_stuffed.iff	9	-41.7383	2.79031	60.1616	1	0	0	0		$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-38.7654	1.59801	62.7325	0.92388	0	0.382683	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-38.2261	1.63942	63.8521	-0.00269912	0	0.999996	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-39.7773	1.63942	62.1367	0.705196	0	0.709013	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-37.5825	1.63942	62.7104	0.709013	0	-0.705195	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-38.6875	1.63942	61.6279	0.999996	0	0.00269899	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-39.3569	1.63942	63.3271	0.380188	0	0.924909	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-33.6929	1.63942	65.1629	-0.630888	0	0.775874	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-34.7578	1.68083	64.5219	0.957469	0	0.288537	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-32.5202	1.68083	65.1068	0.881059	0	-0.473007	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-34.6704	1.68083	65.8296	0.473005	0	0.881059	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-33.153	1.68083	66.1294	-0.288537	0	0.957468	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-33.5243	1.68083	64.3413	0.995004	0	-0.0998328	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-27.8846	1.63942	49.7479	-0.382683	0	0.92388	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.4241	1.68084	48.6282	0.999996	0	0.002699	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-26.8729	1.68084	50.3436	0.709002	0	-0.705206	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-29.0677	1.68084	49.7698	0.705195	0	0.709013	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.9627	1.68084	50.8524	-0.002699	0	0.999996	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.2933	1.68084	49.1531	0.924909	0	-0.380188	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/bar_counter_s1.iff	9	-30.119	1.63942	47.1786	0.953847	0	-0.300293	0		$|
object/tangible/furniture/decorative/bottle_fat.iff	9	-30.5639	2.79031	47.013	1	0	0	0		$|
object/tangible/furniture/decorative/bottle_pear.iff	9	-30.8537	2.79031	46.7792	1	0	0	0		$|
object/tangible/furniture/decorative/bottle_tall.iff	9	-30.7425	2.79031	46.4622	1	0	0	0		$|
object/tangible/furniture/decorative/beast_stuffed.iff	9	-29.3874	2.79031	47.669	1	0	0	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-33.7115	1.63942	65.2412	1	0	0	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-38.6059	1.63942	62.6668	1	0	0	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-27.8976	1.63942	49.8531	1	0	0	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-27.4278	1.63942	64.4098	-0.37092	0	0.928665	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-26.9434	1.68083	65.1909	-0.276356	0	0.961055	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.4446	1.68083	64.1509	0.782143	0	0.623099	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.138	1.68083	63.3227	0.993656	0	-0.112459	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.1988	1.68083	65.328	0.112462	0	0.993656	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-26.1738	1.68083	64.2103	-0.623099	0	0.782143	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-27.3874	1.63942	64.4793	0.486517	0	0.873671	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-31.632	1.63942	50.481	0	0	1	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-32.2365	1.68084	51.1812	0.380188	0	0.924909	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-31.5671	1.68084	49.482	0.999996	0	0.002699	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-30.4621	1.68084	50.5645	0.709015	0	-0.705193	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-32.6569	1.68084	49.9908	0.705203	0	0.709006	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-31.1057	1.68084	51.7061	-0.002699	0	0.999996	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-31.6452	1.63942	50.5865	0.92388	0	0.382683	0		$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-24.0357	1.63942	53.4374	-0.0626573	0	0.998035	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-28.237	1.63942	54.6287	0.92388	0	0.382683	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.3049	1.68084	53.7065	0.999996	0	0.00269926	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.5764	1.68084	55.3818	-0.385176	0	0.922843	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-29.1237	1.68084	55.3973	0.380186	0	0.92491	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.1657	1.68084	54.2513	0.924905	0	-0.380199	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-29.4758	1.68084	54.1351	0.922844	0	0.385175	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-28.3021	1.63942	54.5458	-0.707107	0	0.707107	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-24.1108	1.63942	53.5126	0.946042	0	-0.324043	0		$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.6018	1.68084	54.5283	-0.442231	0	0.896901	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-24.9839	1.68084	52.7294	0.896894	0	0.442245	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-24.7747	1.68084	54.262	0.321488	0	0.946913	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.7755	1.68084	52.2221	0.946913	0	-0.321489	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.204	1.68084	53.3301	0.751805	0	-0.659386	0		occupied.limit|0|1|$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/tangible/furniture/terminal/terminal_bank_floor_on_01.iff	12	-59.2891	2.63942	37.6914	0.92388	0	0.382683	0		$|
object/tangible/furniture/lifeday/lifeday_mini_tree.iff	12	-59.1512	6.62461	37.696	1	0	0	0		$|
object/tangible/furniture/imperial/data_terminal_s1.iff	12	-47.9289	2.63942	25.617	0.922997	0	0.384808	0		$|
object/tangible/furniture/imperial/data_terminal_s1.iff	12	-48.8603	2.63942	26.5438	0.922997	0	0.384808	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
object/building/taanab/star_destroyer.iff	0	7748.48	1637.46	7902.84	1	0	0	0		portalProperty.crc|0|-1433146206|salon|0|1|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
object/tangible/door/echo_tower_door.iff	33	-11.0224	175.168	-33.1752	0.707122	0	-0.707091	0	theme_park.stp.door_corvette	$|
object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
object/tangible/door/echo_base_door_hangar.iff	36	28	172.085	70	0.707122	0	0	0.707091		$|
object/tangible/door/echo_base_door_hangar.iff	36	-28	172.085	70	0.707122	0	0	-0.707091		$|
object/tangible/door/echo_base_door_hangar.iff	36	0.353583	166.154	70.085	1	0	0	0		$|
object/tangible/door/echo_base_door_hangar.iff	36	-1.78687	194.491	70.1267	0	0	0	1		$|
object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_up.iff	39	49.0017	173.835	205.575	-0.707107	0	0.707107	0	systems.elevator.elevator_up	$|
object/tangible/terminal/terminal_elevator_down.iff	39	48.9955	192.335	205.595	-0.707107	0	0.707107	0	systems.elevator.elevator_down	$|
object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	40	14.2609	170.585	351.76	0	0	1	0	systems.elevator.elevator_down	$|
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	40	14.2486	140.585	351.769	0	0	1	0	systems.elevator.elevator_up	$|
object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_up.iff	48	20.0023	170.585	430.576	0	0	1	0	systems.elevator.elevator_up	$|
object/tangible/terminal/terminal_elevator_down.iff	48	20.0065	453.359	430.601	0	0	1	0	systems.elevator.elevator_down	$|
object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
object/cell/cell.iff	53	0	0	0	1	0	0	0		$|
object/cell/cell.iff	54	0	0	0	1	0	0	0		$|
object/cell/cell.iff	55	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_down.iff	55	21.4552	453.609	341.852	-0.707106	0	0.707107	0	systems.elevator.elevator_down	$|
object/tangible/terminal/terminal_elevator_up.iff	55	21.447	448.609	341.931	-0.707107	0	0.707107	0	systems.elevator.elevator_up	$|
object/cell/cell.iff	56	0	0	0	1	0	0	0		$|
object/tangible/terminal/terminal_elevator_down.iff	56	-21.184	453.655	344.151	0.211099	0	0.977465	0	systems.elevator.elevator_down	$|
object/tangible/terminal/terminal_elevator_up.iff	56	-21.1567	448.609	344.175	0.240323	0	0.970693	0	systems.elevator.elevator_up	$|
object/cell/cell.iff	57	0	0	0	1	0	0	0		$|
object/cell/cell.iff	58	0	0	0	1	0	0	0		$|
